title,creator,contributor,subject_local,subject_lcsh,description,normalized_date,dimension,genre,format,source_id,identifier,source_collection,copyright_status,rights_holder,filename
Labor History - 106: Victory At RCA,Fred Wright,James Lerner,Strikes,United Electrical and Radio Workers of America.; Electric industry workers--Labor unions--Organizing--United States.; Radio Corporation of America.; Strikes and lockouts--Electric industry--New Jersey--Camden.; Strikebreakers--New Jersey--Camden.; Labor unions--United States--History--20th century.,"This cartoon depicts the strike against the RCA led by the CIO. Caption 1:  RCA Pres. David Sarnoff had refused to negotiate with the representatives of the new UE organization at the company's Camden, N.J. plant. He claimed that CIO head John L. Lewis had pledged there would be no strike. Getting into a car, the unionists drove all night to a small Pennsylvania coal mining town to check with Lewis. The miners' leader denied any such promise.   Caption 2:  Word went back to Camden and the next morning 6,000 RCA workers were out. This was the beginning of one of the toughest battles in labor history. Before it was over RCA was to have spent $244,390, according to a research organization, to fight the UE. About half of this was paid out to a notorious detective agency which hired scabs, armed thugs, criminals to attack the strikers.  Caption 3:  The thugs were associated with state troopers, and 1,000 city police who were just as devoted to the RCA cause of stopping unionism. Bail for the arrested 175 strikers added up to $2 million. The hospitals received a steady, almost daily, stream of battered and beaten strikers. For four weeks these new unionists fought the terror-and won. UE News, Vol. XXXVI, Issue No. 16",1974-08-12,,Publication plate,Comic strips,ue13.3.1.106,ue13.3.1.106,ue13.3.1,copyrighted,,20080924-fredwright-0106.tif
Labor History - 107: Spies In Auto Shops,Fred Wright,James Lerner,"Businesses, Politics and Legislation",Automobile industry and trade--United States.; Automobile industry workers--Labor unions--Organizing--United States.; Labor unions--United States--History--20th century.,"This cartoon depicts how some companies used spies to find union backers so that they could be fired. Caption 1:  UE's first big victory, at RCA, in 1936 was shortly to be followed by new advances by other working people in other industries. The auto industry had long been known for its speedup built around the so-called belt system of production. Although wages were as low as 20 cents an hour in the auto industry, employers worked their men until they dropped. During an intense mid-summer heat wave that year Detroit ambulances were kept busy carrying collapsed workers to the hospitals.  Caption 2:  Workers had no control over the piece work rates. As soon as they met the standards, the time-study men would be in to raise the quotas. There were no unions and the manufacturers were ruthless in their determination to keep unions out. At the Ford plant in Dearborn, Mich.a widespread spy system operated under the notorious Harry Bennett to seek out any union supporters and to fire them.  Caption 3:  General Motors had its own anti-union schemes including the Black Legion, a hooded organization similar to the Ku Klux Klan, which engaged in outright murder to discourage workers from joining unions. The newspapers, the radio stations, school officials, even religious leaders in such auto towns as Flint, Mich. were all engaged in fighting the corporation rear-guard attack on unions. The companies refused to even meet with representatives of the new Auto Workers' Union. UE News, Vol. XXXVI, Issue No. 17",1974-08-26,,Publication plate,Comic strips,ue13.3.1.107,ue13.3.1.107,ue13.3.1,copyrighted,,20080924-fredwright-0107.tif
Labor History - 108: Sit-Down In Auto Plants I,Fred Wright,James Lerner,"Strikes, Businesses",Automobile industry and trade--United States.; Automobile industry workers--Labor unions--United States.; Strikes and lockouts--Automobile industry--United States.; Sit-down strikes--United States.; General Motors Corporation.; Labor unions--United States--History--20th century.,"The first cartoon in the Sit-Down In Auto Plants series. This cartoon depicts a strike against General Motors in 1936. Caption 1:  Earlier in 1936 the rubber workers had won their first big organizational battle at Akron, Ohio by a sit-down strike. Now, in the fall, auto workers who had had every one of their organizing efforts smashed in previous years, took hold of the sit-down tactic. Within a few months sit-down strikes against speedup and refusal to discuss grievances broke out in a number of General Motors plants. The company refused to negotiate with the union.  Caption 2:  Take up your grievance with the plant management, national GM Vice Pres. Knudsen replied in every case. On Dec. 28 the Cleveland GM workers halted production and refused to leave the plant. UAW Vice Pres. Wyndham Mortimer said they would stay there until the company agreed to meet the union nationally. Two days later the major GM plant at Flint, Mich. was stopped by a sit-down.  Caption 3:  A few days later the huge GM set-up including Atlanta, Ga., Anderson, Ind., Norwood, O., and Kansas City, were closed by the sit-down strikers. Outside the plants, particularly in Flint, the company was organizing a vigilante group to attack the strikers. Inside, the union members set up their committees to provide themselves with food, to police themselves, to organize entertainment. UE News, Vol. XXXVI, Issue No. 18",1974-09-09,,Publication plate,Comic strips,ue13.3.1.108,ue13.3.1.108,ue13.3.1,copyrighted,,20080924-fredwright-0108.tif
Labor History - 109: Sit-Down In Auto Plants II,Fred Wright,James Lerner,"Strikes, Businesses",Automobile industry and trade--United States.; Automobile industry workers--Labor unions--United States.; Strikes and lockouts--Automobile industry--United States.; Sit-down strikes--Michigan--Flint.; Strikebreaking--Michigan--Flint.; General Motors Corporation.; Labor unions--United States--History--20th century.,"The second cartoon in the Sit-Down In Auto Plants series. Continuing the General Motors strike, the workers fought off  violence from policemen. Caption 1:  Outside the auto plants there were huge picket lines including the wives and children of the men sitting inside the GM plants. For 44 days these men occupied the plant in Flint, Mich. They slept on floors, in partly- completed cars. They pledged not to leave until General Motors recognized their union. GM got a court to issue an injunction ordering the strikers to leave. On appeal it was shown that the judge was a GM stockholder. This injunction was thrown out.  Caption 2:  Another injunction was secured. The strikers ignored it. Came the day when the police decided to bar the wives from  delivering food to their striking husbands. Armed with tear gas and guns, the police surrounded the pickets. They fired point blank into the crowd and threw gas bombs through the doors of Fisher Body Plant No. 2. The strikers were ready and answered with a barrage of iron bolts, car parts, pop bottles, coffee mugs. They turned the fire hoses on the bombs, on the police.  Caption 3:  ""The battle of the running bulls"" the men got to calling their victory over the police. The frightened corporation convinced the governor to call out the militia. When the company ordered the heat shut off to freeze the men out, the strikers warned that they would open the windows and let the fire-fighting equipment freeze resulting in cancellation of the company's fire insurance policies. GM changed its mind; kept the heat on. UE News, Vol. XXXVI, Issue No. 20",1974-10-07,,Publication plate,Comic strips,ue13.3.1.109,ue13.3.1.109,ue13.3.1,copyrighted,,20080924-fredwright-0109.tif
Labor History - 110: Sit-Down In Auto Plants III,Fred Wright,James Lerner,"Strikes, Businesses","Automobile industry and trade--United States.; Automobile industry workers--Labor unions--United States.; Strikes and lockouts--Automobile industry--United States.; Sit-down strikes--Michigan--Flint.; General Motors Corporation.; Lewis, John Llewellyn, 1880-1969.; Labor unions--United States--History--20th century.","The third cartoon in the Sit-Down In Auto Plants series. While being threatened with military intervention, the strikers remained in the plant and negotiations were still occurring between GM and the CIO. Caption 1:  From one end of the country to the other the General Motors sit-down strikers were being lambasted by the press, politicians and employers as revolutionists. GM Pres. Alfred P. Sloan said they were out to ""Sovietize"" the auto industry and then the whole country. Michigan Rep. Clare Hoffman called for shooting the strikers. Union members from all over the midwest converged on the Chevrolet and Fisher Body plants at Flint, Mich. to help protect those inside.  Caption 2:  Still the company refused to abide by the Wagner Act and negotiate that winter of 1937. When those inside the plants heard that Gov. Murphy was being pressured to use the troops to drive them out, they declared on the 10th day of the sit-in that they would fight. The governor, on the spot, called John L. Lewis, head of the CIO and the company officials to meet with him. But the corporation heads refused to budge from their ""no collective bargaining"" position.  Caption 3:  A month passed and still the plants were occupied by the strikers. On the 40th day the strikers wired the governor to tell him that the city of Flint, the sheriff, the judges-all belong to GM. They added that they waited to see whether the governor did, too, and warned him that they would not retreat; if they died resisting military assault he would be held responsible. In the middle of the night, on the 42nd-day, the governor rapped at the door of John L. Lewis. UE News, Vol. XXXVI, Issue No. 21",1974-10-21,,Publication plate,Comic strips,ue13.3.1.110,ue13.3.1.110,ue13.3.1,copyrighted,,20080924-fredwright-0110.tif
Labor History - 111: Sit-Down In Auto Plants IV,Fred Wright,James Lerner,"Strikes, Businesses","Automobile industry and trade--United States.; Automobile industry workers--Labor unions--United States.; Strikes and lockouts--Automobile industry--United States.; Sit-down strikes--Michigan--Flint.; General Motors Corporation.; Lewis, John Llewellyn, 1880-1969.; Murphy, Frank, 1890-1949.; Labor unions--United States--History--20th century.","The fourth cartoon in the Sit-Down In Auto Plants series. Talks between Michigan Governor Murphy and CIO president Lewis continued to go nowhere and tensions between the two were at a peak in February 1936. Caption 1:  Michigan Gov. Murphy came to the hotel room of CIO Pres. Lewis that midnight in February, 1937, to inform the union leader of his decision to use the National Guard to drive the sit-down strikers out of the GM plants. ""Law and order"" had to be upheld, the governor said. Lewis reminded Murphy that his father had defied British law and been imprisoned as an Irish revolutionist.  Caption 2:  ""When the British government hanged your grandfather as an Irish revolutionary you did not praise the glory and the purity of the law,"" Lewis pounded at the governor ... But now you do."" The union leader then informed Murphy that his answer was ""no."" He would not order the strikers out of the plants they had occupied. Besides, he himself would go into the Chevrolet Plant 4 next morning and direct them to disregard the law.  Caption 3:  Lewis continued to tell Murphy that he would move to an open window in the plant, remove his shirt and when ""you order your troops to fire, mine will be the first breast those bullets will strike. After you have had me shot,"" the union leader concluded, ""you listen to the voice of your grandfather as he whispers in your ear, 'Frank, are you sure you are doing the right thing.' "" Gov. Murphy fled from Lewis' hotel room. UE News, Vol. XXXVI, Issue No. 22",1974-11-04,,Publication plate,Comic strips,ue13.3.1.111,ue13.3.1.111,ue13.3.1,copyrighted,,20080924-fredwright-0111.tif
Labor History - 112: Sit-Down In Auto Plants V,Fred Wright,James Lerner,"Strikes, Businesses","Automobile industry and trade--United States.; Automobile industry workers--Labor unions--United States.; Strikes and lockouts--Automobile industry--United States.; Sit-down strikes--Michigan--Flint.; General Motors Corporation.; Murphy, Frank, 1890-1949.; Labor unions--United States--History--20th century.","The fifth cartoon in the Sit-Down In Auto Plants series. This cartoon depicts the victory of the strikers over the GM plant.   Caption 1:  Michigan Gov. Murphy could not bring himself to clear the GM plants with troops. The corporation officials had tried everything and failed to frighten the sit-down strikers. On the 44th day of the strike one of the most powerful corporations in the United States admitted defeat and announced its readiness to recognize the rights of its employees to engage in collective bargaining.  Caption 2:  It was hard for men who had been inside the Chevrolet plants for well over a month to realize that they were about to go home. But the union leaders gave the word and the factory whistles blew. Gathering up their sox, extra shirts and underwear into bundles, the auto strikers marched out to be met by thousands of other workers and members of their families. They formed into a parade and marched through the streets of Flint.  Caption 3:  Fisher body plant No. 1 strikers marched to Plant No. 2 where they were joined by strikers coming out of there. Their first union contract brought the workers raises of 30 cents and 40 cents an hour. Auto industry wages rose by $300,000,000 in one year and the union's membership increased from 30,000 members to 500,000 in that year. Men who led that first big battle such as Wyndham Mortimer and Bob Travis were in a few years to be thrown out of the union as ""reds."" UE News, Vol. XXXVI, Issue No. 23",1974-11-18,,Publication plate,Comic strips,ue13.3.1.112,ue13.3.1.112,ue13.3.1,copyrighted,,20080924-fredwright-0112.tif
Labor History - 113: Steel Workers Organize,Fred Wright,James Lerner,Union Organization,Steel Workers Organizing Committee (U.S.); Iron and steel workers--Labor unions--Organizing--United States.; Steel industry and trade--United States.; Labor unions--United States--History--20th century.,"This cartoon depicts the beginnings of the steel unions and their formation in the late 1930's. Caption 1:  The smashing victory over the General Motors Corp. was the start of a vast organizing campaign in the previously, almost totally, unorganized auto industry. Meanwhile similarly unorganized workers in the electrical, maritime, transport, steel and other industries were building their organizations. In 1919 a large group of AFL craft unions had been brought into a steel organizing drive under the leadership of William Z. Foster and John Fitzpatrick.  Caption 2:  That effort had been smashed by thugs, police, militia, and finally, the inability and unwillingness of the craft unions to stick together. Now, in 1937, a Steel Workers Organizing Committee was set up. It called on veteran mine worker organizers, on some who had had experience in the 1919 fiasco, on old time steel workers, regardless of political views, to unite to smash the opposition of the steel corporations to unions.  Caption 3:  Besides the paid organizers some 5,000 volunteered to help the SWOC. Tremendous fear had to be overcome as the steelworkers recalled the old terror, the blacklists. With the workers' victory at GM fresh in the country's mind, the chairman of the United States Steel Corp. accepted John L. Lewis' bid for union recognition. But the big battle was still to come. The so-called Little Steel companies were stockpiling munitions, assembling armed men, spies to fight off the  forthcoming union bid at Youngstown Sheet, Inland Steel and Republic Steel. UE News, Vol. XXXVI, Issue No. 24",1974-12-02,,Publication plate,Comic strips,ue13.3.1.113,ue13.3.1.113,ue13.3.1,copyrighted,,20080924-fredwright-0113.tif
Labor History - 114: Steel Workers Organize II,Fred Wright,James Lerner,"Union Organization,  Businesses","Steel Workers Organizing Committee (U.S.); Iron and steel workers--Labor unions--Organizing--United States.; Steel industry and trade--United States.; Strikes and lockouts--Steel industry--United States.; Little Steel Strike, U.S., 1937.; Republic Steel Corporation Strike, Chicago, Ill., 1937.; Labor unions--United States--History--20th century.","After a union agreement was resolved with U.S Steel, other steel companies were disgruntled with this and used violence against protestors. Caption 1:  While U.S. Steel Corp. signed a union agreement with The Steel Workers Organizing Committee in 1937, the so-called ""Little Steel"" companies prepared to fight the new union. They stockpiled machine guns, rifles, tear gas, bombs. According to the LaFollette Committee of the Senate, the companies spent close to $44,000 for the munitions. In May of that year the munitions were put to use against 75,000 strikers.  Caption 2:  Armed company thugs and the police opened fire on steel workers at Youngstown, Massilon and Cleveland, Ohio. And people died. At least 17 were killed and the wounded went to more than 150. But the big battle came at South Chicago where a peaceful march of 300 Republic Steel strikers on Memorial Day were surprised by armed police. At the head of the parade were signs reading: ""Come on Out, Help Win the Strike,"" ""Republic vs. the People.""  Caption 3:  The paraders were attacked and men and women fell before the firing guns. Tear gas grenades blinded those not yet hit and charging police came rushing in to complete the job with swinging nightsticks and baseball bats. The unarmed workers answered with stones before fleeing. There were ten dead to pick up and over 100 injured. About 20 police had been slightly injured. UE News, Vol. XXXVI, Issue No. 25",1974-12-16,,Publication plate,Comic strips,ue13.3.1.114,ue13.3.1.114,ue13.3.1,copyrighted,,20080924-fredwright-0114.tif
Labor History - 115: Steel Workers Organize III,Fred Wright,James Lerner,"Union Organization,  Businesses","Steel industry and trade--United States.; Strikes and lockouts--Steel industry--United States.; Little Steel Strike, U.S., 1937.; Republic Steel Corporation Strike, Chicago, Ill., 1937.; Congress of Industrial Organizations (U.S.).; Labor unions--Organizing--United States.; United States. Congress. Senate. Committee on Education and Labor. Subcommittee on Senate Resolution 266.; Labor unions--United States--History--20th century.","This cartoon depicts the growth of the steel workers unions and  the CIO. Caption 1:  The Memorial Day Massacre in which peaceful steel strikers were murdered by steel corporation gunmen shocked the country. The conspiracy to destroy unionism through force and violence showed Americans the real nature of big business. Instead of the labor movement being stopped it expanded at a quicker rate. Republic Steel and the other Little Steel companies had to recognize the union. Steelworkers won a 40-hour week.  Caption 2:  The senate was stimulated to investigate the spy-thug set-ups in the service of industry. Within months the Committee for Industrial Organization, an offshoot of the old AFL, grew from affiliated unions with a membership of 1,000,000 to twice that number. Then again to 3,000,000 as new unions were coming into existence. And the number went up to almost 4,000,000.  Caption 3:  By 1938 the baby industrial union set-up found it necessary to establish a more permanent organization. A convention was called to establish the Congress of Industrial Organizations. Unlike the old AFL, the new unions assured the working people that no one would be barred regardless of ""sex, race, creed or national origin."" The vitality of the new movement was even spurring the hide-bound AFL to organize. UE News, Vol. XXXVI, Issue No. 26",1974-12-30,,Publication plate,Comic strips,ue13.3.1.115,ue13.3.1.115,ue13.3.1,copyrighted,,20080924-fredwright-0115.tif
Labor History - 106: Electrical Workers Organize I,Fred Wright,James Lerner,Union Organization,"Electric industry workers--Labor unions--Organizing--United States.; Strikes and lockouts--Electric industry--Pennsylvania--East Pittsburgh.; Westinghouse Electric & Manufacturing Company.; Westinghouse Strike, East Pittsburgh, Pa., 1916.; Radio and Allied Trades Council (U.S.).; Labor unions--United States--History--20th century.","This cartoon depicts the beginnings of the union organization of the electrical workers in the 1930's. Caption 1:  Among the least organized industries in the United States in the 1930's was the electrical industry. While the radio industry was fairly new (television, of course, non-existent) electrical machinery and electric light bulb manufacture was of quite substantial size. Earlier organizing efforts in the big GE and Westinghouse companies had been smashed by the Wall Street-run corporations.  Caption 2:  At Westinghouse, for example, a strike for the 8-hour day in 1916 had been broken when the company called in troops and bombarded the community with wild charges about the subversive character of the East Pittsburgh Westinghouse workers. In 1935 several independent unions and AFL federal labor unions set up the Radio and Allied Trades Council and applied for an AFL national charter.  Caption 3:  The old-line AFL craft unions feared the power of the rising industrial union movement. They rejected the appeal of the group. The Machinists Union had its private empire; the IBEW its own. Moulders groups, toolmaker groups and others stood in the way of industrial unionism. The Radio Council was advised to disband and turn over its members to the existing unions. They refused and called a national convention. UE News, Vol. XXXVII, Issue No. 1",1975-01-13,,Publication plate,Comic strips,ue13.3.1.116,ue13.3.1.116,ue13.3.1,copyrighted,,20080924-fredwright-0116.tif
Labor History - 117: Electrical Workers Organize II,Fred Wright,James Lerner,Union Organization,Electric industry workers--Labor unions--Organizing--United States.; United Electrical and Radio Workers of America.; Labor unions--United States--History--20th century.,"This cartoon describes the formation of the United Electrical and Radio Workers of America. Caption 1:  Buffalo, N.Y. was the city to which representatives of local unions wanting to organize the electrical and radio industry were called. This call was answered by 44 delegates on March 21, 1936. Some of these delegates came from Federal locals of the AFL, that is local unions which were not connected with any International unions and were controlled directly by the AFL Executive Council. There were also delegates from independent, not company, unions.  Caption 2:  The 44 delegates at this first meeting represented 30,000 workers. Among their decisions was the establishment of a national industrial union which, was to have a weekly newspaper for every member. Two national officers, twelve regional vice presidents, four full-time organizers and a defense fund were also approved. The new union was to be called the United Electrical & Radio Workers of America.  Caption 3:  As arranged at the Buffalo session, the new union met in Convention again in the fall, at Fort Wayne, Ind., in Sept., 1936. Eight new locals had been organized with thousands of new members since the Buffalo meeting. But employer resistance to unions was at its height. The Wagner Act which established the National Labor Relations Board was still being fought in the courts by the employers. UE News, Vol. XXXVII, Issue No. 2",1975-01-27,,Publication plate,Comic strips,ue13.3.1.117,ue13.3.1.117,ue13.3.1,copyrighted,,20080924-fredwright-0117.tif
Labor History - 118: Electrical Workers Organize III,Fred Wright,James Lerner,Union Organization,Electric industry workers--Labor unions--Organizing--United States.; United Electrical and Radio Workers of America.; Labor unions--United States--History--20th century.,"This cartoon depicts a UE constitution creating equal rights to all workers, no matter what age, gender, race or political stance. Caption 1:  The heart of the new industrial union in the electrical and radio industry was a constitution which established the right of every worker in the industry ""regardless of craft, age, sex, nationality, race or creed or political beliefs"" to belong to it. Possibly with the exception of age, there were unions which had discriminated against workers, or barred them from membership on every one of these grounds.  Caption 2:  Most unions of the American Federation of Labor organized only within a craft even when a large plant had a majority outside the craft. Consequently, most workers especially in the major industries remained unorganized or if there were more than one craft in a plant, each group was in a separate union, belonging to a separate international. Naturally, instead of unity there was disunity perpetuated by the unions themselves.  Caption 3:  Frequently, the craft unions barred workers who were not white or countenanced control of jobs by a single nationality through admitting only the sons of fathers in the trade. Accepting or even insisting on the employer limiting women to the lowest paid, least skilled operations also helped keep workers divided. And then there were unions which imposed political censorship on the members. The UE constitution smashed through all these divisions. UE News, Vol. XXXVII, Issue No. 3",1975-02-10,,Publication plate,Comic strips,ue13.3.1.118,ue13.3.1.118,ue13.3.1,copyrighted,,20080924-fredwright-0118.tif
Labor History - 119: Disunity Proposal Rejected,Fred Wright,James Lerner,Union Organization,American Federation of Labor.; Congress of Industrial Organizations (U.S.); Labor unions--Organizing--United States.; Labor unions--United States--History--20th century.,"This cartoon describes how the AFL wanted to return the newly created CIO to the ten original unions, however the CIO disagreed. Caption 1:  Although the Congress of Industrial Organization was having amazing success in organizing the millions of unorganized workers, its leaders proposed to meet with the leaders of the American Federation of Labor in the fall of 1937 to see whether the two organizations could be united. The AFL, however, proposed to destroy the CIO by having the ten original unions return to it and the newly formed ones such as the UE negotiate terms for admission.  Caption 2:  This would have meant dismemberment of the new industrial unions among the craft unions which had for so long refused to organize the ""riffraff,"" as some of them described the masses of industrial workers not in the skilled crafts. A series of conferences between leaders of both federations failed to resolve the differences. The CIO delegation insisted on the right of every one of its affiliates entering the AFL as a unit.  Caption 3:  Otherwise, UE for example, would have been cannibalized by a number of unions including the IBEW, the Polishers, the Moulders, the Pattern Makers, the Plumbers, the Steamfitters and the carpenters all of which claimed jurisdiction in the electrical and radio industry. Other of the new unions, there were 22 of them, would have become victims of the same divisive butchery. The AFL leaders' proposal for disunity was rejected. UE News, Vol. XXXVII, Issue No. 4",1975-02-24,,Publication plate,Comic strips,ue13.3.1.119,ue13.3.1.119,ue13.3.1,copyrighted,,20080924-fredwright-0119.tif
Labor History - 120: Labor Supports New Deal,Fred Wright,James Lerner,Union Organization,Congress of Industrial Organizations (U.S.); Labor unions--Organizing--United States.; Working class--United States--Political activity.; Labor unions--United States--History--20th century.,"This cartoon describes the flourishing movement of protecting industrial unionism and the growth of unions during the 1930's. Caption 1:  How right the decision of the CIO unions, including UE, was in insisting on protecting industrial unionism was soon proven in life. Within four years the new movement had close to four million members. The enthusiasm generated by this movement, led in many instances by young people, carried over even into the AFL and into independent unions so that by 1940 the total number of  organized workers had tripled.   Caption 2:  Black workers, recent immigrants, women workers, young workers who didn't have the skills entitling them to craft union membership were added to the ranks of organized labor, especially in the CIO unions. There were 200,000 electrical workers now organized; 375,000 steel workers; 100,000  agricultural and packing workers; 400,000 automobile workers and the coal miners union soared to 600,000.  Caption 3:  Growing strong in industry, working people began thinking in terms of independent political action. Among the expressions of this was the American Labor Party in New  York, the Farmer-Labor Party in Minnesota, the Washington Commonwealth Federation on the West Coast. These movements gave powerful support to the New Deal program, prodded the politicians to move forward, supported the best of them and ran their own candidates. UE News, Vol. XXXVII, Issue No. 5",1975-03-10,,Publication plate,Comic strips,ue13.3.1.120,ue13.3.1.120,ue13.3.1,copyrighted,,20080924-fredwright-0120.tif
Labor History - 121: UE Goals Reached,Fred Wright,James Lerner,Union Organization,"United Electrical, Radio and Machine Workers of America.; Electric industry workers--Labor unions--Organizing--United States.; Strikes and lockouts--Electric industry--United States.; Labor unions--United States--History--20th century.","This cartoon describes the growth of UE as a union. Caption 1:  The very first UE convention, in March 1936, had laid out as union goals the organization of the General Electric plant at Schenectady, N. Y.; the Westinghouse plant at East Pittsburgh, Pa.; RCA at Camden, N. J. and the General Motors' Frigidaire plant at Dayton, Ohio. These were monumental tasks, yet by 1940, the new industrial union had gone far beyond these goals.  Caption 2:  Some of the successes came only after bitter strikes such as at RCA and Emerson Electric in St. Louis. At the latter plant the workers went through a 55 day strike before the company would agree to a union contract. At GE, there had been a company practice of sponsoring company unions. Called Works Councils, these included management representatives.  Caption 3:  After the election of President Franklin D. Roosevelt the right of workers to form their own organizations was confirmed by the government. GE removed its representatives from the Schenectady company union and changed its name to Workers' Council. UE supporters joined this group to help swing it towards real unionism. By the end of 1936, UE challenged the Workers' Council in a Labor Board election and won. UE News, Vol. XXXVII, Issue No. 6",1975-03-24,,Publication plate,Comic strips,ue13.3.1.121,ue13.3.1.121,ue13.3.1,copyrighted,,20080924-fredwright-0121.tif
Labor History - 122: Big Plants Organized,Fred Wright,James Lerner,Union Organization,"United Electrical, Radio and Machine Workers of America.; Electric industry workers--Labor unions--Organizing--United States.; General Electric Company. Schenectady Works.; Westinghouse Electric & Manufacturing Company. East Pittsburgh Works.; Labor unions--United States--History--20th century.","This cartoon describes UE's success in organizing large plants such as the main plant of General Electric and the biggest plant of Westinghouse. Caption 1:  Having succeeded in organizing the main plant of the General Electric Co. at Schenectady, N. Y., the new UE continued with the drive to bring the main plant of Westinghouse, the second largest electrical corporation, into its ranks. As at Schenectady, UE supporters at the East Pittsburgh Westinghouse plant had joined the existing company union and in 1936 succeeded in winning five of the six posts on its executive committee.  Caption 2:  By the following spring, UE Local 601 was able to submit 7,200 membership cards to the Labor Board and won certification as the plant's collective bargaining representative. The company union's executive committee approved the NLRB decision. Within the space of a single year the two biggest plants of the two largest electrical corporations in the country had been swung into a union which hadn't existed two years earlier.  Caption 3:  At the union's founding convention at Buffalo in March 1936, there had been delegates from an independent local union at the GE plant at Lynn, Mass.; and AFL federal locals at the Springfield, Mass. Westinghouse plant and the Fort Wayne, Ind. GE plant. The federal locals had existed since 1933. At the South Philadelphia Westinghouse plant there was, also, an AFL federal local union which had been recognized by the company but it had no written contract. UE News, Vol. XXXVII, Issue No. 7",1975-04-07,,Publication plate,Comic strips,ue13.3.1.122,ue13.3.1.122,ue13.3.1,copyrighted,,20080924-fredwright-0122.tif
Labor History - 123: Organizing Despite Depression,Fred Wright,James Lerner,Economy,"United Electrical, Radio and Machine Workers of America.; Electric industry workers--Labor unions--Organizing--United States.; Congress of Industrial Organizations (U.S.); Unemployment--United States.; Labor unions--United States--History--20th century.","This cartoon describes the hardships of the unemployed and the increase in union membership during the Great Depression. Caption 1:  Seven years had elapsed since the outbreak of the worst economic crisis in U.S. history when UE and other CIO unions were bringing organization to millions of unorganized workers in 1936. Various government programs had created jobs for millions of unemployed on public works, in the building of homes, in creation of the Tennessee Valley Authority for public power and flood control.  Caption 2:  But large numbers of workers remained unemployed. For the employers this pool of unemployed was a weapon they used to depress the working conditions of those fortunate enough to have jobs. The employers and their organizations fought the government public works' programs, said they were steps towards socialism, boondoggling operations and the workers employed on them just ""leaning on their shovels.""  Caption 3:  Initially the heavy unemployment tended to discourage workers from joining unions but speedup and wage cuts made workers realize that they needed unions. In 1938 the UE organized 28 plants including GE plants, Allis Chalmers, Singer Sewing Machine, American Machine & Foundry, about 30,000 workers. At the first CIO convention that year, Pres. John L. Lewis cited the UE achievements, including the first national agreement with GE as evidence of CIO accomplishments. UE News, Vol. XXXVII, Issue No. 8",1975-04-21,,Publication plate,Comic strips,ue13.3.1.123,ue13.3.1.123,ue13.3.1,copyrighted,,20080924-fredwright-0123.tif
Labor History - 124: Depression in Europe,Fred Wright,James Lerner,"Economy, Businesses","Depressions--1929--Europe.; Labor unions--Organizing--Europe.; Fascism--Europe.; Labor unions and fascism--Europe.; Spain--History--Civil War, 1936-1939.; Labor unions--United States--History--20th century.; ","This cartoon describes how in Europe large corporations would fund organizations and leaders to destroy the labor movement by force during the Great Depression. Caption 1:  The economic depression which had hit the United States in 1929 had also hit hard at the other western industrial nations including Great Britain, Germany, Italy, and Spain. Many millions of people starved. Huge corporations went bankrupt, major banks collapsed dragging down entire nations and revealing widespread governmental corruption which had contributed to bringing about the worst economic crisis the world had ever seen.   Caption 2:  Wherever working people began demanding relief from the terrible conditions through their unions and in vast new political movements, big business financed organizations and leaders to smash the labor organizations and political movements which represented the people. The German monopolies financed Hitler's Nazi movement which used brutal terror and race hatred to smash the German labor movement.   Caption 3:  German fascism became the source of anti-democratic infection which swept across Europe. When the Spanish people established their first democratic government in 1936, a clique of militarists led by Gen. Franco gained the support of Hitler and the Italian fascist leader Mussolini in waging a bloody three year war to overthrow the Spanish government. The new CIO was deeply concerned over these developments. UE News, Vol. XXXVII, Issue No. 9",1975-05-05,,Publication plate,Comic strips,ue13.3.1.124,ue13.3.1.124,ue13.3.1,copyrighted,,20080924-fredwright-0124.tif
Labor History - 125: Employer Violence,Fred Wright,James Lerner,"Strikes, Businesses",Labor unions--Organizing--United States.; Strikebreaking--United States.; United States--Politics and government--1933-1945.; Labor unions--United States--History--20th century.,"This cartoon depicts the employers attempts to try and stop strikes, including using  violent tactics. Caption 1:  Labor movements in Europe which appealed to the CIO and its affiliates for help and solidarity in resisting the anti-democratic forces won a sympathetic response. The new unions feared that the violence which was being used to smash workers' organizations abroad would find a ready acceptance by the corporations here who saw in the new labor movement a threat to their exploitation of working people.  Caption 2:  In strike after strike, violence was a major weapon turned on the workers by the employers. State troops, hired thugs, paid stool pigeons were all part of the employer counter-offensive. Along with the violence went a massive effort to persuade workers that the industrial union movement was part of a red plot to overthrow the United States government and financed from abroad.  Caption 3:  The Roosevelt Administration with its social security, minimum wage laws, and federal job programs; the movements in support of the victims of fascism in Europe; the new industrial unions were all seen as threats by the big corporations which had brought the country to economic collapse after years of profiteering and widespread governmental corruption on behalf of those corporations. UE News, Vol. XXXVII, Issue No. 10",1975-05-19,,Publication plate,Comic strips,ue13.3.1.125,ue13.3.1.125,ue13.3.1,copyrighted,,20080924-fredwright-0125.tif
